"Subject","Country","Frequency","Time","Unit","PowerCode","Reference Period","Value","Flags"
"Normalised (GDP)","Four Big European","Monthly","Feb-2009","Index","Units",,97.9401,
"Normalised (GDP)","Four Big European","Monthly","Mar-2009","Index","Units",,97.58443,
"Normalised (GDP)","Four Big European","Monthly","Apr-2009","Index","Units",,97.3656,
"Normalised (GDP)","Four Big European","Monthly","May-2009","Index","Units",,97.26323,
"Normalised (GDP)","Four Big European","Monthly","Jun-2009","Index","Units",,97.25056,
"Normalised (GDP)","Four Big European","Monthly","Jul-2009","Index","Units",,97.30328,
"Normalised (GDP)","Four Big European","Monthly","Aug-2009","Index","Units",,97.40085,
"Normalised (GDP)","Four Big European","Monthly","Sep-2009","Index","Units",,97.52837,
"Normalised (GDP)","Four Big European","Monthly","Oct-2009","Index","Units",,97.67529,
"Normalised (GDP)","Four Big European","Monthly","Nov-2009","Index","Units",,97.83635,
"Normalised (GDP)","Four Big European","Monthly","Dec-2009","Index","Units",,98.01113,
"Normalised (GDP)","Four Big European","Monthly","Jan-2010","Index","Units",,98.20246,
"Normalised (GDP)","Four Big European","Monthly","Feb-2010","Index","Units",,98.41328,
"Normalised (GDP)","Four Big European","Monthly","Mar-2010","Index","Units",,98.64323,
"Normalised (GDP)","Four Big European","Monthly","Apr-2010","Index","Units",,98.88216,
"Normalised (GDP)","Four Big European","Monthly","May-2010","Index","Units",,99.11682,
"Normalised (GDP)","Four Big European","Monthly","Jun-2010","Index","Units",,99.33663,
"Normalised (GDP)","Four Big European","Monthly","Jul-2010","Index","Units",,99.53972,
"Normalised (GDP)","Four Big European","Monthly","Aug-2010","Index","Units",,99.72929,
"Normalised (GDP)","Four Big European","Monthly","Sep-2010","Index","Units",,99.91097,
"Normalised (GDP)","Four Big European","Monthly","Oct-2010","Index","Units",,100.091,
"Normalised (GDP)","Four Big European","Monthly","Nov-2010","Index","Units",,100.2727,
"Normalised (GDP)","Four Big European","Monthly","Dec-2010","Index","Units",,100.4535,
"Normalised (GDP)","Four Big European","Monthly","Jan-2011","Index","Units",,100.6208,
"Normalised (GDP)","Four Big European","Monthly","Feb-2011","Index","Units",,100.7591,
"Normalised (GDP)","Four Big European","Monthly","Mar-2011","Index","Units",,100.8571,
"Normalised (GDP)","Four Big European","Monthly","Apr-2011","Index","Units",,100.9182,
"Normalised (GDP)","Four Big European","Monthly","May-2011","Index","Units",,100.951,
"Normalised (GDP)","Four Big European","Monthly","Jun-2011","Index","Units",,100.9628,
"Normalised (GDP)","Four Big European","Monthly","Jul-2011","Index","Units",,100.9547,
"Normalised (GDP)","Four Big European","Monthly","Aug-2011","Index","Units",,100.9246,
"Normalised (GDP)","Four Big European","Monthly","Sep-2011","Index","Units",,100.8719,
"Normalised (GDP)","Four Big European","Monthly","Oct-2011","Index","Units",,100.8023,
"Normalised (GDP)","Four Big European","Monthly","Nov-2011","Index","Units",,100.7241,
"Normalised (GDP)","Four Big European","Monthly","Dec-2011","Index","Units",,100.6442,
"Normalised (GDP)","Four Big European","Monthly","Jan-2012","Index","Units",,100.5657,
"Normalised (GDP)","Four Big European","Monthly","Feb-2012","Index","Units",,100.4899,
"Normalised (GDP)","Four Big European","Monthly","Mar-2012","Index","Units",,100.4171,
"Normalised (GDP)","Four Big European","Monthly","Apr-2012","Index","Units",,100.3495,
"Normalised (GDP)","Four Big European","Monthly","May-2012","Index","Units",,100.2881,
"Normalised (GDP)","Four Big European","Monthly","Jun-2012","Index","Units",,100.2304,
"Normalised (GDP)","Four Big European","Monthly","Jul-2012","Index","Units",,100.1666,
"Normalised (GDP)","Four Big European","Monthly","Aug-2012","Index","Units",,100.0858,
"Normalised (GDP)","Four Big European","Monthly","Sep-2012","Index","Units",,99.98209,
"Normalised (GDP)","Four Big European","Monthly","Oct-2012","Index","Units",,99.86151,
"Normalised (GDP)","Four Big European","Monthly","Nov-2012","Index","Units",,99.73711,
"Normalised (GDP)","Four Big European","Monthly","Dec-2012","Index","Units",,99.62469,
"Normalised (GDP)","Four Big European","Monthly","Jan-2013","Index","Units",,99.53891,
"Normalised (GDP)","Four Big European","Monthly","Feb-2013","Index","Units",,99.49131,
"Normalised (GDP)","Four Big European","Monthly","Mar-2013","Index","Units",,99.48618,
"Normalised (GDP)","Four Big European","Monthly","Apr-2013","Index","Units",,99.51379,
"Normalised (GDP)","Four Big European","Monthly","May-2013","Index","Units",,99.55927,
"Normalised (GDP)","Four Big European","Monthly","Jun-2013","Index","Units",,99.6088,
"Normalised (GDP)","Four Big European","Monthly","Jul-2013","Index","Units",,99.6546,
"Normalised (GDP)","Four Big European","Monthly","Aug-2013","Index","Units",,99.69351,
"Normalised (GDP)","Four Big European","Monthly","Sep-2013","Index","Units",,99.72572,
"Normalised (GDP)","Four Big European","Monthly","Oct-2013","Index","Units",,99.75385,
"Normalised (GDP)","Four Big European","Monthly","Nov-2013","Index","Units",,99.78081,
"Normalised (GDP)","Four Big European","Monthly","Dec-2013","Index","Units",,99.80774,
"Normalised (GDP)","Four Big European","Monthly","Jan-2014","Index","Units",,99.83192,
"Normalised (GDP)","Four Big European","Monthly","Feb-2014","Index","Units",,99.84949,
"Normalised (GDP)","Four Big European","Monthly","Mar-2014","Index","Units",,99.85867,
"Normalised (GDP)","Four Big European","Monthly","Apr-2014","Index","Units",,99.86271,
"Normalised (GDP)","Four Big European","Monthly","May-2014","Index","Units",,99.86645,
"Normalised (GDP)","Four Big European","Monthly","Jun-2014","Index","Units",,99.87318,
"Normalised (GDP)","Four Big European","Monthly","Jul-2014","Index","Units",,99.88133,
"Normalised (GDP)","Four Big European","Monthly","Aug-2014","Index","Units",,99.88693,
"Normalised (GDP)","Four Big European","Monthly","Sep-2014","Index","Units",,99.8858,
"Normalised (GDP)","Four Big European","Monthly","Oct-2014","Index","Units",,99.87584,
"Normalised (GDP)","Four Big European","Monthly","Nov-2014","Index","Units",,99.85693,
"Normalised (GDP)","Four Big European","Monthly","Dec-2014","Index","Units",,99.83123,
"Normalised (GDP)","Four Big European","Monthly","Jan-2015","Index","Units",,99.80406,
"Normalised (GDP)","Four Big European","Monthly","Feb-2015","Index","Units",,99.7809,
"Normalised (GDP)","Four Big European","Monthly","Mar-2015","Index","Units",,99.76692,
"Normalised (GDP)","Four Big European","Monthly","Apr-2015","Index","Units",,99.76213,
"Normalised (GDP)","Four Big European","Monthly","May-2015","Index","Units",,99.76448,
"Normalised (GDP)","Four Big European","Monthly","Jun-2015","Index","Units",,99.77164,
"Normalised (GDP)","Four Big European","Monthly","Jul-2015","Index","Units",,99.78217,
"Normalised (GDP)","Four Big European","Monthly","Aug-2015","Index","Units",,99.79545,
"Normalised (GDP)","Four Big European","Monthly","Sep-2015","Index","Units",,99.81156,
"Normalised (GDP)","Four Big European","Monthly","Oct-2015","Index","Units",,99.83063,
"Normalised (GDP)","Four Big European","Monthly","Nov-2015","Index","Units",,99.85213,
"Normalised (GDP)","Four Big European","Monthly","Dec-2015","Index","Units",,99.87389,
"Normalised (GDP)","Four Big European","Monthly","Jan-2016","Index","Units",,99.89082,
"Normalised (GDP)","Four Big European","Monthly","Feb-2016","Index","Units",,99.89738,
"Normalised (GDP)","Four Big European","Monthly","Mar-2016","Index","Units",,99.89069,
"Normalised (GDP)","Four Big European","Monthly","Apr-2016","Index","Units",,99.8737,
"Normalised (GDP)","Four Big European","Monthly","May-2016","Index","Units",,99.85237,
"Normalised (GDP)","Four Big European","Monthly","Jun-2016","Index","Units",,99.83345,
"Normalised (GDP)","Four Big European","Monthly","Jul-2016","Index","Units",,99.82259,
"Normalised (GDP)","Four Big European","Monthly","Aug-2016","Index","Units",,99.82485,
"Normalised (GDP)","Four Big European","Monthly","Sep-2016","Index","Units",,99.84476,
"Normalised (GDP)","Four Big European","Monthly","Oct-2016","Index","Units",,99.88522,
"Normalised (GDP)","Four Big European","Monthly","Nov-2016","Index","Units",,99.94775,
"Normalised (GDP)","Four Big European","Monthly","Dec-2016","Index","Units",,100.0312,
"Normalised (GDP)","Four Big European","Monthly","Jan-2017","Index","Units",,100.1286,
"Normalised (GDP)","Four Big European","Monthly","Feb-2017","Index","Units",,100.232,
"Normalised (GDP)","Four Big European","Monthly","Mar-2017","Index","Units",,100.3341,
"Normalised (GDP)","Four Big European","Monthly","Apr-2017","Index","Units",,100.4322,
"Normalised (GDP)","Four Big European","Monthly","May-2017","Index","Units",,100.5257,
"Normalised (GDP)","Four Big European","Monthly","Jun-2017","Index","Units",,100.6144,
"Normalised (GDP)","Four Big European","Monthly","Jul-2017","Index","Units",,100.6973,
"Normalised (GDP)","Four Big European","Monthly","Aug-2017","Index","Units",,100.7715,
"Normalised (GDP)","Four Big European","Monthly","Sep-2017","Index","Units",,100.8318,
"Normalised (GDP)","Four Big European","Monthly","Oct-2017","Index","Units",,100.8711,
"Normalised (GDP)","Four Big European","Monthly","Nov-2017","Index","Units",,100.8827,
"Normalised (GDP)","Four Big European","Monthly","Dec-2017","Index","Units",,100.8652,
"Normalised (GDP)","Four Big European","Monthly","Jan-2018","Index","Units",,100.8285,
"Normalised (GDP)","Four Big European","Monthly","Feb-2018","Index","Units",,100.7861,
"Normalised (GDP)","Four Big European","Monthly","Mar-2018","Index","Units",,100.7489,
"Normalised (GDP)","Four Big European","Monthly","Apr-2018","Index","Units",,100.7194,
"Normalised (GDP)","Four Big European","Monthly","May-2018","Index","Units",,100.6964,
"Normalised (GDP)","Four Big European","Monthly","Jun-2018","Index","Units",,100.6794,
"Normalised (GDP)","Four Big European","Monthly","Jul-2018","Index","Units",,100.6725,
"Normalised (GDP)","Four Big European","Monthly","Aug-2018","Index","Units",,100.6817,
"Normalised (GDP)","Four Big European","Monthly","Sep-2018","Index","Units",,100.7122,
"Normalised (GDP)","Four Big European","Monthly","Oct-2018","Index","Units",,100.7639,
"Normalised (GDP)","Four Big European","Monthly","Nov-2018","Index","Units",,100.8331,
"Normalised (GDP)","Four Big European","Monthly","Dec-2018","Index","Units",,100.9125,
"Normalised (GDP)","Four Big European","Monthly","Jan-2019","Index","Units",,100.9902,
"Normalised (GDP)","Four Big European","Monthly","Feb-2019","Index","Units",,101.0535,
"Normalised (GDP)","Four Big European","Monthly","Mar-2019","Index","Units",,101.0934,
"Normalised (GDP)","Four Big European","Monthly","Apr-2019","Index","Units",,101.11,
"Normalised (GDP)","Four Big European","Monthly","May-2019","Index","Units",,101.1064,
"Normalised (GDP)","Four Big European","Monthly","Jun-2019","Index","Units",,101.0853,
"Normalised (GDP)","Four Big European","Monthly","Jul-2019","Index","Units",,101.0469,
"Normalised (GDP)","Four Big European","Monthly","Aug-2019","Index","Units",,100.99,
"Normalised (GDP)","Four Big European","Monthly","Sep-2019","Index","Units",,100.9159,
"Normalised (GDP)","Four Big European","Monthly","Oct-2019","Index","Units",,100.8328,
"Normalised (GDP)","Four Big European","Monthly","Nov-2019","Index","Units",,100.7502,
"Normalised (GDP)","Four Big European","Monthly","Dec-2019","Index","Units",,100.6751,
"Normalised (GDP)","Four Big European","Monthly","Jan-2020","Index","Units",,100.6073,
"Normalised (GDP)","Four Big European","Monthly","Feb-2020","Index","Units",,100.5427,
"Normalised (GDP)","Four Big European","Monthly","Mar-2020","Index","Units",,90.03999,
"Normalised (GDP)","Four Big European","Monthly","Apr-2020","Index","Units",,86.83124,
"Normalised (GDP)","Four Big European","Monthly","May-2020","Index","Units",,85.24208,
"Normalised (GDP)","Four Big European","Monthly","Jun-2020","Index","Units",,88.89079,
"Normalised (GDP)","Four Big European","Monthly","Jul-2020","Index","Units",,92.53076,
"Normalised (GDP)","Four Big European","Monthly","Aug-2020","Index","Units",,96.16359,
"Normalised (GDP)","Four Big European","Monthly","Sep-2020","Index","Units",,96.11507,
"Normalised (GDP)","Four Big European","Monthly","Oct-2020","Index","Units",,96.06501,
"Normalised (GDP)","Four Big European","Monthly","Nov-2020","Index","Units",,96.01323,
"Normalised (GDP)","Four Big European","Monthly","Dec-2020","Index","Units",,95.76832,
"Normalised (GDP)","Four Big European","Monthly","Jan-2021","Index","Units",,95.52779,
"Normalised (GDP)","Four Big European","Monthly","Feb-2021","Index","Units",,95.29417,
"Normalised (GDP)","Four Big European","Monthly","Mar-2021","Index","Units",,96.0471,
"Normalised (GDP)","Four Big European","Monthly","Apr-2021","Index","Units",,96.81022,
"Normalised (GDP)","Four Big European","Monthly","May-2021","Index","Units",,97.56427,
"Normalised (GDP)","Four Big European","Monthly","Jun-2021","Index","Units",,98.13451,
"Normalised (GDP)","Four Big European","Monthly","Jul-2021","Index","Units",,98.69678,
"Normalised (GDP)","Four Big European","Monthly","Aug-2021","Index","Units",,99.27532,
"Normalised (GDP)","Four Big European","Monthly","Sep-2021","Index","Units",,99.35668,
"Normalised (GDP)","Four Big European","Monthly","Oct-2021","Index","Units",,99.43148,
"Normalised (GDP)","Four Big European","Monthly","Nov-2021","Index","Units",,99.50279,
"Normalised (GDP)","OECD + Major Six NME","Monthly","Jan-2000","Index","Units",,100.6908,
"Normalised (GDP)","OECD + Major Six NME","Monthly","Feb-2000","Index","Units",,100.8018,
"Normalised (GDP)","OECD + Major Six NME","Monthly","Mar-2000","Index","Units",,100.9041,
"Normalised (GDP)","OECD + Major Six NME","Monthly","Apr-2000","Index","Units",,100.9917,
"Normalised (GDP)","OECD + Major Six NME","Monthly","May-2000","Index","Units",,101.0582,
"Normalised (GDP)","OECD + Major Six NME","Monthly","Jun-2000","Index","Units",,101.0997,
"Normalised (GDP)","OECD + Major Six NME","Monthly","Jul-2000","Index","Units",,101.1186,
"Normalised (GDP)","OECD + Major Six NME","Monthly","Aug-2000","Index","Units",,101.1193,
"Normalised (GDP)","OECD + Major Six NME","Monthly","Sep-2000","Index","Units",,101.1053,
"Normalised (GDP)","OECD + Major Six NME","Monthly","Oct-2000","Index","Units",,101.0769,
"Normalised (GDP)","OECD + Major Six NME","Monthly","Nov-2000","Index","Units",,101.0321,
"Normalised (GDP)","OECD + Major Six NME","Monthly","Dec-2000","Index","Units",,100.968,
"Normalised (GDP)","OECD + Major Six NME","Monthly","Jan-2001","Index","Units",,100.8845,
"Normalised (GDP)","OECD + Major Six NME","Monthly","Feb-2001","Index","Units",,100.7808,
"Normalised (GDP)","OECD + Major Six NME","Monthly","Mar-2001","Index","Units",,100.6584,
"Normalised (GDP)","OECD + Major Six NME","Monthly","Apr-2001","Index","Units",,100.5207,
"Normalised (GDP)","OECD + Major Six NME","Monthly","May-2001","Index","Units",,100.371,
"Normalised (GDP)","OECD + Major Six NME","Monthly","Jun-2001","Index","Units",,100.2134,
