"Subject","Country","Frequency","Time","Unit","PowerCode","Reference Period","Value","Flags"
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Feb-2018","Percentage","Units",,3.830367,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Mar-2018","Percentage","Units",,3.678588,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Apr-2018","Percentage","Units",,3.510241,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","May-2018","Percentage","Units",,3.321127,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Jun-2018","Percentage","Units",,3.109107,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Jul-2018","Percentage","Units",,2.883896,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Aug-2018","Percentage","Units",,2.654828,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Sep-2018","Percentage","Units",,2.436846,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Oct-2018","Percentage","Units",,2.243125,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Nov-2018","Percentage","Units",,2.085608,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Dec-2018","Percentage","Units",,1.970032,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Jan-2019","Percentage","Units",,1.897136,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Feb-2019","Percentage","Units",,1.861669,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Mar-2019","Percentage","Units",,1.851766,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Apr-2019","Percentage","Units",,1.852386,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","May-2019","Percentage","Units",,1.862271,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Jun-2019","Percentage","Units",,1.889951,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Jul-2019","Percentage","Units",,1.938743,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Aug-2019","Percentage","Units",,2.010615,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Sep-2019","Percentage","Units",,2.105532,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Oct-2019","Percentage","Units",,2.214633,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Nov-2019","Percentage","Units",,2.319464,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Dec-2019","Percentage","Units",,2.401219,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Jan-2020","Percentage","Units",,2.442909,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Feb-2020","Percentage","Units",,-0.8482957,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Mar-2020","Percentage","Units",,-2.264602,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Apr-2020","Percentage","Units",,-7.210473,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","May-2020","Percentage","Units",,-3.538523,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Jun-2020","Percentage","Units",,-0.2887869,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Jul-2020","Percentage","Units",,1.463577,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Aug-2020","Percentage","Units",,2.457081,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Sep-2020","Percentage","Units",,3.047112,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Oct-2020","Percentage","Units",,3.461724,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Nov-2020","Percentage","Units",,3.809076,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Dec-2020","Percentage","Units",,4.174858,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Jan-2021","Percentage","Units",,4.443852,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Feb-2021","Percentage","Units",,8.208125,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Mar-2021","Percentage","Units",,10.0594,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Apr-2021","Percentage","Units",,16.15499,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","May-2021","Percentage","Units",,11.87994,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Jun-2021","Percentage","Units",,8.322427,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Jul-2021","Percentage","Units",,6.477673,
"12-month rate of change of the trend restored CLI","OECD + Major Six NME","Monthly","Aug-2021","Percentage","Units",,5.414687,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2000","Percentage","Units",,8.474172,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2000","Percentage","Units",,8.09621,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2000","Percentage","Units",,7.616961,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2000","Percentage","Units",,7.044547,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2000","Percentage","Units",,6.44286,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2000","Percentage","Units",,5.850926,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2000","Percentage","Units",,5.306764,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2000","Percentage","Units",,4.819327,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2000","Percentage","Units",,4.37392,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2000","Percentage","Units",,3.964806,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2000","Percentage","Units",,3.590346,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2000","Percentage","Units",,3.256056,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2001","Percentage","Units",,2.967925,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2001","Percentage","Units",,2.771674,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2001","Percentage","Units",,2.685388,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2001","Percentage","Units",,2.701563,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2001","Percentage","Units",,2.823036,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2001","Percentage","Units",,2.995024,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2001","Percentage","Units",,3.228056,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2001","Percentage","Units",,3.515238,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2001","Percentage","Units",,3.849994,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2001","Percentage","Units",,4.227505,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2001","Percentage","Units",,4.646054,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2001","Percentage","Units",,5.107231,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2002","Percentage","Units",,5.605775,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2002","Percentage","Units",,6.114129,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2002","Percentage","Units",,6.604976,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2002","Percentage","Units",,7.051774,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2002","Percentage","Units",,7.413715,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2002","Percentage","Units",,7.716547,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2002","Percentage","Units",,7.954767,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2002","Percentage","Units",,8.134754,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2002","Percentage","Units",,8.26575,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2002","Percentage","Units",,8.342933,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2002","Percentage","Units",,8.369608,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2002","Percentage","Units",,8.346413,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2003","Percentage","Units",,8.280808,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2003","Percentage","Units",,8.190434,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2003","Percentage","Units",,8.106114,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2003","Percentage","Units",,8.068395,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2003","Percentage","Units",,8.099717,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2003","Percentage","Units",,8.212687,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2003","Percentage","Units",,8.392777,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2003","Percentage","Units",,8.624434,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2003","Percentage","Units",,8.88201,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2003","Percentage","Units",,9.129215,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2003","Percentage","Units",,9.339742,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2003","Percentage","Units",,9.503433,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2004","Percentage","Units",,9.611217,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2004","Percentage","Units",,9.650919,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2004","Percentage","Units",,9.616851,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2004","Percentage","Units",,9.521964,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2004","Percentage","Units",,9.397941,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2004","Percentage","Units",,9.272477,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2004","Percentage","Units",,9.152645,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2004","Percentage","Units",,9.027107,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2004","Percentage","Units",,8.894554,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2004","Percentage","Units",,8.758373,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2004","Percentage","Units",,8.627761,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2004","Percentage","Units",,8.511189,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2005","Percentage","Units",,8.422249,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2005","Percentage","Units",,8.36427,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2005","Percentage","Units",,8.356401,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2005","Percentage","Units",,8.399422,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2005","Percentage","Units",,8.469518,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2005","Percentage","Units",,8.537041,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2005","Percentage","Units",,8.589052,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2005","Percentage","Units",,8.622836,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2005","Percentage","Units",,8.64169,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2005","Percentage","Units",,8.676577,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2005","Percentage","Units",,8.74183,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2005","Percentage","Units",,8.846989,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2006","Percentage","Units",,8.982969,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2006","Percentage","Units",,9.134919,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2006","Percentage","Units",,9.281653,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2006","Percentage","Units",,9.409691,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2006","Percentage","Units",,9.499721,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2006","Percentage","Units",,9.552852,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2006","Percentage","Units",,9.598925,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2006","Percentage","Units",,9.677128,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2006","Percentage","Units",,9.809504,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2006","Percentage","Units",,9.985796,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2006","Percentage","Units",,10.18827,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2006","Percentage","Units",,10.39394,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2007","Percentage","Units",,10.5949,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2007","Percentage","Units",,10.80969,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2007","Percentage","Units",,11.03445,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2007","Percentage","Units",,11.2395,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2007","Percentage","Units",,11.37701,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2007","Percentage","Units",,11.3905,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2007","Percentage","Units",,11.25284,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2007","Percentage","Units",,10.98587,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2007","Percentage","Units",,10.58995,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2007","Percentage","Units",,10.08319,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2007","Percentage","Units",,9.507376,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2007","Percentage","Units",,8.893725,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2008","Percentage","Units",,8.235867,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2008","Percentage","Units",,7.503035,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2008","Percentage","Units",,6.71857,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2008","Percentage","Units",,5.895636,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2008","Percentage","Units",,5.083454,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2008","Percentage","Units",,4.345798,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2008","Percentage","Units",,3.728299,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2008","Percentage","Units",,3.222847,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2008","Percentage","Units",,2.859516,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2008","Percentage","Units",,2.670461,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2008","Percentage","Units",,2.680083,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2008","Percentage","Units",,2.908119,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2009","Percentage","Units",,3.390489,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2009","Percentage","Units",,4.155773,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2009","Percentage","Units",,5.123008,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2009","Percentage","Units",,6.271843,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2009","Percentage","Units",,7.578291,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2009","Percentage","Units",,8.990109,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2009","Percentage","Units",,10.40677,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2009","Percentage","Units",,11.71426,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2009","Percentage","Units",,12.83855,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2009","Percentage","Units",,13.72748,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2009","Percentage","Units",,14.32415,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2009","Percentage","Units",,14.57483,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2010","Percentage","Units",,14.47009,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2010","Percentage","Units",,14.03452,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2010","Percentage","Units",,13.38133,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2010","Percentage","Units",,12.56952,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2010","Percentage","Units",,11.65973,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2010","Percentage","Units",,10.73481,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2010","Percentage","Units",,9.893641,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2010","Percentage","Units",,9.215628,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2010","Percentage","Units",,8.708138,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2010","Percentage","Units",,8.348446,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2010","Percentage","Units",,8.093431,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2010","Percentage","Units",,7.932776,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2011","Percentage","Units",,7.856182,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2011","Percentage","Units",,7.828854,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2011","Percentage","Units",,7.819551,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2011","Percentage","Units",,7.816127,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2011","Percentage","Units",,7.813323,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2011","Percentage","Units",,7.782714,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2011","Percentage","Units",,7.686021,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2011","Percentage","Units",,7.506434,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2011","Percentage","Units",,7.272179,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2011","Percentage","Units",,7.018034,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2011","Percentage","Units",,6.788385,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2011","Percentage","Units",,6.612161,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2012","Percentage","Units",,6.492303,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2012","Percentage","Units",,6.431585,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2012","Percentage","Units",,6.40683,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2012","Percentage","Units",,6.418786,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2012","Percentage","Units",,6.468674,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2012","Percentage","Units",,6.546615,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2012","Percentage","Units",,6.656602,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2012","Percentage","Units",,6.805496,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2012","Percentage","Units",,6.977159,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2012","Percentage","Units",,7.155777,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2012","Percentage","Units",,7.330245,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2012","Percentage","Units",,7.487379,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2013","Percentage","Units",,7.610775,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2013","Percentage","Units",,7.698844,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2013","Percentage","Units",,7.769307,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2013","Percentage","Units",,7.818099,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2013","Percentage","Units",,7.837834,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2013","Percentage","Units",,7.831254,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2013","Percentage","Units",,7.802507,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2013","Percentage","Units",,7.750281,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2013","Percentage","Units",,7.670195,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2013","Percentage","Units",,7.557533,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2013","Percentage","Units",,7.409481,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2013","Percentage","Units",,7.224023,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2014","Percentage","Units",,7.012769,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2014","Percentage","Units",,6.798029,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2014","Percentage","Units",,6.591413,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2014","Percentage","Units",,6.403955,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2014","Percentage","Units",,6.249481,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2014","Percentage","Units",,6.134883,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2014","Percentage","Units",,6.058151,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2014","Percentage","Units",,6.01621,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2014","Percentage","Units",,5.998611,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2014","Percentage","Units",,6.00418,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2014","Percentage","Units",,6.034697,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2014","Percentage","Units",,6.08221,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2015","Percentage","Units",,6.132499,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2015","Percentage","Units",,6.194009,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2015","Percentage","Units",,6.274115,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2015","Percentage","Units",,6.342949,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2015","Percentage","Units",,6.352561,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2015","Percentage","Units",,6.277528,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2015","Percentage","Units",,6.118503,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2015","Percentage","Units",,5.916664,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2015","Percentage","Units",,5.718134,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2015","Percentage","Units",,5.543691,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2015","Percentage","Units",,5.386334,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2015","Percentage","Units",,5.248295,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2016","Percentage","Units",,5.147,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2016","Percentage","Units",,5.066601,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2016","Percentage","Units",,4.99738,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2016","Percentage","Units",,4.952587,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2016","Percentage","Units",,4.958632,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2016","Percentage","Units",,5.038941,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2016","Percentage","Units",,5.192398,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2016","Percentage","Units",,5.369736,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2016","Percentage","Units",,5.535064,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2016","Percentage","Units",,5.670385,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2016","Percentage","Units",,5.782469,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2016","Percentage","Units",,5.877803,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2017","Percentage","Units",,5.957308,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2017","Percentage","Units",,6.033409,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2017","Percentage","Units",,6.099422,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2017","Percentage","Units",,6.161309,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2017","Percentage","Units",,6.218663,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2017","Percentage","Units",,6.252451,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2017","Percentage","Units",,6.242104,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2017","Percentage","Units",,6.187049,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2017","Percentage","Units",,6.085513,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2017","Percentage","Units",,5.94656,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2017","Percentage","Units",,5.785826,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2017","Percentage","Units",,5.61161,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2018","Percentage","Units",,5.43382,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2018","Percentage","Units",,5.252978,
