년도,분기,행정동,운영평균,폐업평균,서울운영평균,서울시폐업평균
2017,1,화양동,85,47,97,49
2017,1,용답동,116,51,97,49
2017,1,송정동,107,48,97,49
2017,1,성수2가3동,85,51,97,49
2017,1,성수2가1동,97,49,97,49
2017,1,성수1가2동,87,51,97,49
2017,1,성수1가1동,109,50,97,49
2017,1,옥수동,84,51,97,49
2017,1,금호4가동,113,55,97,49
2017,1,금호2.3가동,104,58,97,49
2017,1,금호1가동,101,54,97,49
2017,1,응봉동,113,52,97,49
2017,1,행당2동,83,51,97,49
2017,1,행당1동,84,52,97,49
2017,1,사근동,84,52,97,49
2017,1,마장동,115,52,97,49
2017,1,왕십리도선동,81,52,97,49
2017,1,왕십리2동,92,53,97,49
2017,1,보광동,96,53,97,49
2017,1,서빙고동,117,59,97,49
2017,1,한남동,93,50,97,49
2017,1,이태원2동,76,50,97,49
2017,1,이태원1동,113,59,97,49
2017,1,이촌2동,123,67,97,49
2017,1,이촌1동,128,61,97,49
2017,1,한강로동,118,51,97,49
2017,1,용문동,102,51,97,49
2017,1,효창동,98,58,97,49
2017,1,원효로2동,110,48,97,49
2017,1,원효로1동,107,50,97,49
2017,1,청파동,104,50,97,49
2017,1,남영동,109,54,97,49
2017,1,용산2가동,84,50,97,49
2017,1,후암동,101,59,97,49
2017,1,중림동,105,57,97,49
2017,1,황학동,120,61,97,49
2017,1,동화동,98,49,97,49
2017,1,신당5동,100,52,97,49
2017,1,청구동,98,47,97,49
2017,1,약수동,100,54,97,49
2017,1,다산동,100,53,97,49
2017,1,신당동,118,52,97,49
2017,1,을지로동,155,62,97,49
2017,1,광희동,120,51,97,49
2017,1,장충동,117,55,97,49
2017,1,필동,123,53,97,49
2017,1,명동,132,54,97,49
2017,1,회현동,137,59,97,49
2017,1,소공동,121,63,97,49
2017,1,숭인2동,112,43,97,49
2017,1,숭인1동,104,53,97,49
2017,1,창신3동,95,54,97,49
2017,1,창신2동,127,60,97,49
2017,1,창신1동,112,52,97,49
2017,1,혜화동,95,52,97,49
2017,1,이화동,96,53,97,49
2017,1,종로5.6가동,131,59,97,49
2017,1,종로1.2.3.4가동,129,60,97,49
2017,1,가회동,99,57,97,49
2017,1,교남동,149,62,97,49
2017,1,무악동,108,63,97,49
2017,1,평창동,99,56,97,49
2017,1,부암동,91,56,97,49
2017,1,삼청동,81,53,97,49
2017,1,사직동,111,55,97,49
2017,1,청운효자동,92,57,97,49
2016,4,둔촌2동,93,46,96,49
2016,4,둔촌1동,121,57,96,49
2016,4,길동,90,44,96,49
2016,4,성내3동,97,44,96,49
2016,4,성내2동,89,46,96,49
2016,4,성내1동,93,47,96,49
2016,4,천호3동,95,46,96,49
2016,4,천호2동,89,48,96,49
2016,4,천호1동,88,48,96,49
2016,4,암사3동,85,50,96,49
2016,4,암사2동,94,46,96,49
2016,4,암사1동,89,46,96,49
2016,4,고덕2동,115,56,96,49
2016,4,고덕1동,92,50,96,49
2016,4,명일2동,97,50,96,49
2016,4,명일1동,96,47,96,49
2016,4,상일동,101,55,96,49
2016,4,강일동,55,38,96,49
2016,4,잠실7동,125,67,96,49
2016,4,잠실6동,84,53,96,49
2016,4,잠실4동,77,41,96,49
2016,4,잠실3동,95,63,96,49
2016,4,잠실2동,64,38,96,49
2016,4,잠실본동,93,47,96,49
2016,4,위례동,20,41,96,49
2016,4,장지동,82,44,96,49
2016,4,문정2동,58,39,96,49
2016,4,문정1동,89,47,96,49
2016,4,가락2동,99,46,96,49
2016,4,가락1동,105,66,96,49
2016,4,가락본동,87,44,96,49
2016,4,삼전동,89,45,96,49
2016,4,석촌동,100,45,96,49
2016,4,송파2동,92,45,96,49
2016,4,송파1동,99,45,96,49
2016,4,오금동,97,48,96,49
2016,4,오륜동,117,59,96,49
2016,4,방이2동,91,46,96,49
2016,4,방이1동,91,45,96,49
2016,4,마천2동,104,51,96,49
2016,4,마천1동,99,49,96,49
2016,4,거여2동,103,52,96,49
2016,4,거여1동,84,46,96,49
2016,4,풍납2동,101,50,96,49
2016,4,풍납1동,110,51,96,49
2016,4,수서동,98,52,96,49
2016,4,일원2동,99,53,96,49
2016,4,일원1동,99,50,96,49
2016,4,일원본동,93,47,96,49
2016,4,세곡동,51,48,96,49
2016,4,개포4동,103,46,96,49
2016,4,개포2동,103,52,96,49
2016,4,개포1동,104,56,96,49
2016,4,도곡2동,92,48,96,49
2016,4,도곡1동,96,47,96,49
2016,4,역삼2동,81,44,96,49
2016,4,역삼1동,78,43,96,49
2016,4,대치4동,76,44,96,49
2016,4,대치2동,98,48,96,49
2016,4,대치1동,91,50,96,49
2016,4,삼성2동,82,46,96,49
2016,4,삼성1동,87,54,96,49
2016,4,청담동,87,46,96,49
2016,4,압구정동,95,46,96,49
2016,4,논현2동,88,45,96,49
2016,4,논현1동,86,45,96,49
2016,4,신사동,85,47,96,49
2016,4,내곡동,94,57,96,49
2016,4,양재2동,100,46,96,49
2016,4,양재1동,91,48,96,49
2016,4,방배4동,105,49,96,49
2016,4,방배3동,113,48,96,49
2016,4,방배2동,93,50,96,49
2016,4,방배1동,95,49,96,49
2016,4,방배본동,101,47,96,49
2016,4,반포4동,116,60,96,49
2016,4,반포3동,105,55,96,49
2016,4,반포2동,104,59,96,49
2016,4,반포1동,90,43,96,49
2016,4,반포본동,115,56,96,49
2016,4,잠원동,98,47,96,49
2016,4,서초4동,94,46,96,49
2016,4,서초3동,101,48,96,49
2016,4,서초2동,92,45,96,49
2016,4,서초1동,104,49,96,49
2016,4,난곡동,102,56,96,49
2016,4,미성동,103,51,96,49
2016,4,삼성동,118,56,96,49
2016,4,대학동,86,49,96,49
2016,4,조원동,104,45,96,49
2016,4,난향동,83,49,96,49
2016,4,신림동,93,47,96,49
2016,4,신사동,92,47,96,49
2016,4,서림동,94,51,96,49
2016,4,신원동,94,51,96,49
2016,4,서원동,94,52,96,49
2016,4,남현동,94,51,96,49
2016,4,인헌동,95,50,96,49
2016,4,중앙동,100,48,96,49
2016,4,은천동,98,47,96,49
2016,4,청룡동,97,47,96,49
2016,4,낙성대동,82,49,96,49
2016,4,행운동,102,50,96,49
2016,4,성현동,91,45,96,49
2016,4,청림동,98,53,96,49
2016,4,보라매동,88,50,96,49
2016,4,신대방2동,97,50,96,49
2016,4,신대방1동,100,49,96,49
2016,4,대방동,96,49,96,49
2016,4,사당5동,98,50,96,49
2016,4,사당4동,97,49,96,49
2016,4,사당3동,101,50,96,49
2016,4,사당2동,96,50,96,49
2016,4,사당1동,94,47,96,49
2016,4,흑석동,104,56,96,49
2016,4,상도4동,100,49,96,49
2016,4,상도3동,97,52,96,49
2016,4,상도2동,110,54,96,49
2016,4,상도1동,91,52,96,49
2016,4,노량진2동,106,54,96,49
2016,4,노량진1동,106,57,96,49
2016,4,대림3동,91,44,96,49
2016,4,대림2동,86,43,96,49
2016,4,대림1동,108,46,96,49
2016,4,신길7동,104,51,96,49
2016,4,신길6동,106,49,96,49
2016,4,신길5동,99,49,96,49
2016,4,신길4동,97,51,96,49
2016,4,신길3동,122,54,96,49
2016,4,신길1동,112,50,96,49
2016,4,양평2동,92,48,96,49
2016,4,양평1동,104,48,96,49
2016,4,문래동,85,49,96,49
2016,4,도림동,99,50,96,49
2016,4,당산2동,86,49,96,49
2016,4,당산1동,97,46,96,49
2016,4,여의동,110,49,96,49
2016,4,영등포동,113,53,96,49
2016,4,영등포본동,86,52,96,49
2016,4,시흥5동,105,48,96,49
2016,4,시흥4동,97,46,96,49
2016,4,시흥3동,121,52,96,49
2016,4,시흥2동,85,49,96,49
2016,4,시흥1동,100,51,96,49
2016,4,독산4동,100,48,96,49
2016,4,독산3동,100,46,96,49
2016,4,독산2동,95,49,96,49
2016,4,독산1동,90,51,96,49
2016,4,가산동,69,44,96,49
2016,4,수궁동,97,51,96,49
2016,4,오류2동,80,49,96,49
2016,4,오류1동,103,53,96,49
2016,4,개봉3동,110,48,96,49
2016,4,개봉2동,101,51,96,49
2016,4,개봉1동,94,50,96,49
2016,4,고척2동,103,49,96,49
2016,4,고척1동,91,50,96,49
2016,4,가리봉동,108,49,96,49
2016,4,구로5동,81,46,96,49
2016,4,구로4동,97,47,96,49
2016,4,구로3동,72,46,96,49
2016,4,구로2동,104,48,96,49
2016,4,구로1동,108,50,96,49
2016,4,신도림동,71,46,96,49
2016,4,방화3동,96,49,96,49
2016,4,방화2동,84,49,96,49
2016,4,방화1동,85,48,96,49
2016,4,공항동,90,47,96,49
2016,4,우장산동,83,46,96,49
2016,4,발산1동,83,48,96,49
2016,4,가양3동,86,49,96,49
2016,4,가양2동,90,46,96,49
2016,4,가양1동,64,49,96,49
2016,4,화곡8동,85,47,96,49
2016,4,화곡6동,81,43,96,49
2016,4,화곡본동,102,48,96,49
2016,4,화곡4동,94,46,96,49
2016,4,화곡3동,84,47,96,49
2016,4,화곡2동,95,45,96,49
2016,4,화곡1동,94,46,96,49
2016,4,등촌3동,76,45,96,49
2016,4,등촌2동,97,45,96,49
2016,4,등촌1동,81,48,96,49
2016,4,염창동,93,50,96,49
2016,4,신정7동,90,47,96,49
2016,4,신정6동,75,45,96,49
2016,4,신정4동,90,45,96,49
2016,4,신정3동,93,49,96,49
2016,4,신정2동,90,46,96,49
2016,4,신정1동,101,49,96,49
2016,4,신월7동,91,45,96,49
2016,4,신월6동,121,57,96,49
2016,4,신월5동,94,49,96,49
2016,4,신월4동,89,49,96,49
2016,4,신월3동,107,46,96,49
2016,4,신월2동,103,48,96,49
2016,4,신월1동,100,45,96,49
2016,4,목5동,87,47,96,49
2016,4,목4동,89,46,96,49
2016,4,목3동,95,48,96,49
2016,4,목2동,94,49,96,49
2016,4,목1동,76,46,96,49
2016,4,상암동,55,41,96,49
2016,4,성산2동,90,53,96,49
2016,4,성산1동,87,46,96,49
2016,4,연남동,61,50,96,49
2016,4,망원2동,87,45,96,49
2016,4,망원1동,87,47,96,49
2016,4,합정동,82,47,96,49
2016,4,서교동,71,46,96,49
2016,4,서강동,73,44,96,49
2016,4,신수동,94,52,96,49
2016,4,염리동,103,54,96,49
2016,4,대흥동,103,52,96,49
2016,4,용강동,91,49,96,49
2016,4,도화동,98,51,96,49
2016,4,공덕동,104,52,96,49
2016,4,아현동,98,50,96,49
2016,4,북가좌2동,97,49,96,49
2016,4,북가좌1동,77,44,96,49
2016,4,남가좌2동,99,50,96,49
2016,4,남가좌1동,126,57,96,49
2016,4,홍은2동,105,52,96,49
2016,4,홍은1동,114,55,96,49
2016,4,홍제2동,110,54,96,49
2016,4,홍제3동,116,58,96,49
2016,4,홍제1동,103,55,96,49
2016,4,연희동,101,53,96,49
2016,4,신촌동,100,48,96,49
2016,4,충현동,109,55,96,49
2016,4,북아현동,120,62,96,49
2016,4,천연동,113,55,96,49
2016,4,진관동,54,45,96,49
2016,4,수색동,139,57,96,49
2016,4,증산동,101,51,96,49
2016,4,신사2동,94,50,96,49
2016,4,신사1동,93,47,96,49
2016,4,역촌동,85,48,96,49
2016,4,응암3동,105,51,96,49
2016,4,응암2동,87,56,96,49
2016,4,응암1동,98,50,96,49
2016,4,대조동,90,49,96,49
2016,4,구산동,90,50,96,49
2016,4,갈현2동,85,47,96,49
2016,4,갈현1동,92,48,96,49
2016,4,불광2동,100,52,96,49
2016,4,불광1동,97,51,96,49
2016,4,녹번동,95,52,96,49
2016,4,상계10동,90,49,96,49
2016,4,상계9동,100,50,96,49
2016,4,상계8동,99,57,96,49
2016,4,상계6.7동,94,46,96,49
2016,4,상계5동,97,46,96,49
2016,4,상계3.4동,106,50,96,49
2016,4,상계2동,80,44,96,49
2016,4,상계1동,81,46,96,49
2016,4,중계2.3동,86,49,96,49
2016,4,중계4동,84,46,96,49
2016,4,중계1동,84,48,96,49
2016,4,중계본동,82,46,96,49
2016,4,하계2동,105,59,96,49
2016,4,하계1동,91,51,96,49
2016,4,공릉2동,84,48,96,49
2016,4,공릉1동,97,50,96,49
2016,4,월계3동,88,47,96,49
2016,4,월계2동,90,51,96,49
2016,4,월계1동,94,51,96,49
2016,4,방학3동,91,53,96,49
2016,4,방학2동,91,46,96,49
2016,4,방학1동,87,45,96,49
2016,4,쌍문4동,88,47,96,49
2016,4,쌍문3동,91,49,96,49
2016,4,쌍문2동,86,47,96,49
2016,4,쌍문1동,90,46,96,49
2016,4,도봉2동,94,48,96,49
2016,4,도봉1동,101,50,96,49
2016,4,창5동,87,45,96,49
2016,4,창4동,97,46,96,49
2016,4,창3동,94,49,96,49
2016,4,창2동,90,49,96,49
2016,4,창1동,89,46,96,49
2016,4,인수동,90,48,96,49
2016,4,우이동,100,48,96,49
2016,4,수유3동,92,45,96,49
2016,4,수유2동,92,48,96,49
2016,4,수유1동,104,51,96,49
2016,4,번3동,93,47,96,49
2016,4,번2동,96,49,96,49
2016,4,번1동,92,44,96,49
2016,4,삼각산동,78,48,96,49
2016,4,송천동,102,52,96,49
2016,4,송중동,89,49,96,49
2016,4,미아동,93,46,96,49
2016,4,삼양동,101,48,96,49
2016,4,석관동,106,51,96,49
2016,4,장위3동,114,59,96,49
2016,4,장위2동,124,51,96,49
2016,4,장위1동,112,52,96,49
2016,4,월곡2동,92,51,96,49
2016,4,월곡1동,107,48,96,49
2016,4,종암동,101,54,96,49
2016,4,길음2동,80,55,96,49
2016,4,길음1동,108,53,96,49
2016,4,정릉4동,95,54,96,49
2016,4,정릉3동,108,57,96,49
2016,4,정릉2동,104,59,96,49
2016,4,정릉1동,96,50,96,49
2016,4,보문동,104,49,96,49
2016,4,안암동,92,52,96,49
2016,4,돈암2동,99,47,96,49
2016,4,돈암1동,99,49,96,49
2016,4,동선동,91,48,96,49
2016,4,삼선동,94,52,96,49
2016,4,성북동,103,63,96,49
2016,4,신내2동,85,47,96,49
2016,4,신내1동,87,47,96,49
2016,4,망우3동,95,45,96,49
2016,4,망우본동,102,47,96,49
2016,4,묵2동,94,48,96,49
2016,4,묵1동,88,48,96,49
2016,4,중화2동,102,47,96,49
2016,4,중화1동,97,49,96,49
2016,4,상봉2동,97,46,96,49
2016,4,상봉1동,78,49,96,49
2016,4,면목3.8동,94,46,96,49
2016,4,면목7동,104,48,96,49
2016,4,면목본동,96,46,96,49
2016,4,면목5동,99,48,96,49
2016,4,면목4동,93,47,96,49
2016,4,면목2동,100,46,96,49
2016,4,이문2동,104,51,96,49
2016,4,이문1동,105,52,96,49
2016,4,휘경2동,86,49,96,49
2016,4,휘경1동,100,50,96,49
2016,4,회기동,90,46,96,49
2016,4,청량리동,135,55,96,49
2016,4,장안2동,95,45,96,49
2016,4,장안1동,100,45,96,49
2016,4,답십리2동,105,53,96,49
2016,4,답십리1동,96,51,96,49
2016,4,전농2동,109,49,96,49
2016,4,전농1동,104,54,96,49
2016,4,제기동,129,58,96,49
2016,4,용신동,105,47,96,49
2016,4,구의3동,100,51,96,49
2016,4,구의2동,98,53,96,49
2016,4,구의1동,98,47,96,49
2016,4,자양4동,93,48,96,49
2016,4,자양3동,85,48,96,49
2016,4,자양2동,99,47,96,49
2016,4,자양1동,98,48,96,49
2016,4,광장동,82,52,96,49
2016,4,능동,88,51,96,49
2016,4,중곡4동,97,49,96,49
2016,4,중곡3동,96,46,96,49
2016,4,중곡2동,92,47,96,49
2016,4,중곡1동,100,48,96,49
2016,4,군자동,96,49,96,49
2016,4,화양동,84,47,96,49
2016,4,용답동,115,51,96,49
2016,4,송정동,108,47,96,49
2016,4,성수2가3동,85,51,96,49
2016,4,성수2가1동,97,49,96,49
2016,4,성수1가2동,87,50,96,49
2016,4,성수1가1동,109,50,96,49
2016,4,옥수동,87,51,96,49
2016,4,금호4가동,114,55,96,49
2016,4,금호2.3가동,105,58,96,49
2016,4,금호1가동,101,53,96,49
2016,4,응봉동,114,51,96,49
2016,4,행당2동,81,50,96,49
2016,4,행당1동,85,51,96,49
2016,4,사근동,83,52,96,49
2016,4,마장동,115,52,96,49
2016,4,왕십리도선동,86,51,96,49
2016,4,왕십리2동,92,53,96,49
2016,4,보광동,94,53,96,49
2016,4,서빙고동,116,59,96,49
2016,4,한남동,93,50,96,49
2016,4,이태원2동,74,51,96,49
2016,4,이태원1동,112,59,96,49
2016,4,이촌2동,123,67,96,49
2016,4,이촌1동,128,61,96,49
2016,4,한강로동,117,51,96,49
2016,4,용문동,101,51,96,49
2016,4,효창동,97,58,96,49
2016,4,원효로2동,108,47,96,49
2016,4,원효로1동,106,49,96,49
2016,4,청파동,103,50,96,49
2016,4,남영동,108,54,96,49
2016,4,용산2가동,85,49,96,49
2016,4,후암동,100,59,96,49
2016,4,중림동,103,57,96,49
2016,4,황학동,120,61,96,49
2016,4,동화동,97,49,96,49
2016,4,신당5동,101,52,96,49
2016,4,청구동,97,47,96,49
2016,4,약수동,100,54,96,49
2016,4,다산동,101,53,96,49
2016,4,신당동,117,52,96,49
2016,4,을지로동,155,62,96,49
2016,4,광희동,120,50,96,49
2016,4,장충동,115,55,96,49
2016,4,필동,121,53,96,49
2016,4,명동,131,54,96,49
2016,4,회현동,136,59,96,49
2016,4,소공동,120,63,96,49
2016,4,숭인2동,111,43,96,49
2016,4,숭인1동,103,53,96,49
2016,4,창신3동,94,54,96,49
2016,4,창신2동,125,60,96,49
2016,4,창신1동,111,51,96,49
2016,4,혜화동,95,52,96,49
2016,4,이화동,95,53,96,49
2016,4,종로5.6가동,131,58,96,49
2016,4,종로1.2.3.4가동,129,59,96,49
2016,4,가회동,99,56,96,49
2016,4,교남동,158,61,96,49
2016,4,무악동,104,63,96,49
2016,4,평창동,100,56,96,49
2016,4,부암동,90,56,96,49
2016,4,삼청동,79,53,96,49
2016,4,사직동,110,54,96,49
2016,4,청운효자동,91,56,96,49
2016,3,둔촌2동,93,45,96,49
2016,3,둔촌1동,117,56,96,49
2016,3,길동,90,44,96,49
2016,3,성내3동,96,43,96,49
2016,3,성내2동,88,45,96,49
2016,3,성내1동,94,46,96,49
2016,3,천호3동,95,45,96,49
2016,3,천호2동,89,47,96,49
2016,3,천호1동,87,48,96,49
2016,3,암사3동,85,50,96,49
2016,3,암사2동,93,46,96,49
2016,3,암사1동,89,45,96,49
2016,3,고덕2동,115,55,96,49
2016,3,고덕1동,92,49,96,49
2016,3,명일2동,99,48,96,49
2016,3,명일1동,96,46,96,49
2016,3,상일동,99,54,96,49
2016,3,강일동,54,38,96,49
2016,3,잠실7동,125,68,96,49
2016,3,잠실6동,84,52,96,49
2016,3,잠실4동,75,41,96,49
2016,3,잠실3동,94,63,96,49
2016,3,잠실2동,63,37,96,49
2016,3,잠실본동,92,47,96,49
2016,3,위례동,22,45,96,49
2016,3,장지동,81,44,96,49
2016,3,문정2동,60,39,96,49
2016,3,문정1동,88,47,96,49
2016,3,가락2동,98,46,96,49
2016,3,가락1동,107,65,96,49
2016,3,가락본동,87,43,96,49
2016,3,삼전동,89,44,96,49
2016,3,석촌동,100,45,96,49
2016,3,송파2동,90,45,96,49
2016,3,송파1동,98,45,96,49
2016,3,오금동,97,47,96,49
2016,3,오륜동,114,59,96,49
2016,3,방이2동,91,46,96,49
2016,3,방이1동,92,44,96,49
2016,3,마천2동,104,50,96,49
2016,3,마천1동,97,48,96,49
2016,3,거여2동,101,52,96,49
2016,3,거여1동,82,47,96,49
2016,3,풍납2동,99,50,96,49
2016,3,풍납1동,110,51,96,49
2016,3,수서동,98,51,96,49
2016,3,일원2동,98,52,96,49
2016,3,일원1동,98,49,96,49
2016,3,일원본동,94,47,96,49
2016,3,세곡동,51,50,96,49
2016,3,개포4동,102,46,96,49
2016,3,개포2동,102,51,96,49
2016,3,개포1동,106,53,96,49
2016,3,도곡2동,91,47,96,49
2016,3,도곡1동,94,47,96,49
2016,3,역삼2동,80,44,96,49
2016,3,역삼1동,78,43,96,49
2016,3,대치4동,75,44,96,49
2016,3,대치2동,97,48,96,49
2016,3,대치1동,91,50,96,49
2016,3,삼성2동,82,45,96,49
2016,3,삼성1동,87,53,96,49
2016,3,청담동,86,46,96,49
2016,3,압구정동,94,45,96,49
2016,3,논현2동,87,45,96,49
2016,3,논현1동,85,45,96,49
2016,3,신사동,84,47,96,49
2016,3,내곡동,96,57,96,49
2016,3,양재2동,100,45,96,49
2016,3,양재1동,90,47,96,49
2016,3,방배4동,105,48,96,49
2016,3,방배3동,111,48,96,49
2016,3,방배2동,92,49,96,49
2016,3,방배1동,95,48,96,49
2016,3,방배본동,100,47,96,49
2016,3,반포4동,114,59,96,49
2016,3,반포3동,105,55,96,49
2016,3,반포2동,103,58,96,49
2016,3,반포1동,90,43,96,49
2016,3,반포본동,113,56,96,49
2016,3,잠원동,97,47,96,49
2016,3,서초4동,94,46,96,49
2016,3,서초3동,100,47,96,49
2016,3,서초2동,91,44,96,49
2016,3,서초1동,104,49,96,49
2016,3,난곡동,100,56,96,49
2016,3,미성동,102,51,96,49
2016,3,삼성동,116,56,96,49
2016,3,대학동,85,48,96,49
2016,3,조원동,103,45,96,49
2016,3,난향동,82,49,96,49
2016,3,신림동,93,46,96,49
2016,3,신사동,91,47,96,49
2016,3,서림동,94,51,96,49
2016,3,신원동,93,51,96,49
2016,3,서원동,93,52,96,49
2016,3,남현동,95,50,96,49
2016,3,인헌동,94,49,96,49
2016,3,중앙동,100,48,96,49
2016,3,은천동,97,47,96,49
2016,3,청룡동,95,47,96,49
2016,3,낙성대동,81,49,96,49
2016,3,행운동,102,49,96,49
2016,3,성현동,90,45,96,49
2016,3,청림동,97,53,96,49
2016,3,보라매동,87,50,96,49
2016,3,신대방2동,97,49,96,49
2016,3,신대방1동,99,49,96,49
2016,3,대방동,96,48,96,49
2016,3,사당5동,97,49,96,49
2016,3,사당4동,97,48,96,49
2016,3,사당3동,99,49,96,49
2016,3,사당2동,95,50,96,49
2016,3,사당1동,93,47,96,49
2016,3,흑석동,102,56,96,49
2016,3,상도4동,99,49,96,49
2016,3,상도3동,96,52,96,49
2016,3,상도2동,108,54,96,49
2016,3,상도1동,90,51,96,49
2016,3,노량진2동,108,53,96,49
2016,3,노량진1동,105,57,96,49
2016,3,대림3동,91,44,96,49
2016,3,대림2동,87,42,96,49
2016,3,대림1동,107,45,96,49
2016,3,신길7동,104,50,96,49
2016,3,신길6동,107,48,96,49
2016,3,신길5동,99,48,96,49
2016,3,신길4동,97,50,96,49
2016,3,신길3동,121,54,96,49
2016,3,신길1동,110,50,96,49
2016,3,양평2동,92,48,96,49
2016,3,양평1동,104,47,96,49
2016,3,문래동,86,48,96,49
2016,3,도림동,99,49,96,49
2016,3,당산2동,86,48,96,49
2016,3,당산1동,96,46,96,49
2016,3,여의동,108,49,96,49
2016,3,영등포동,111,53,96,49
2016,3,영등포본동,85,52,96,49
2016,3,시흥5동,103,48,96,49
2016,3,시흥4동,97,45,96,49
2016,3,시흥3동,120,52,96,49
2016,3,시흥2동,85,49,96,49
2016,3,시흥1동,101,50,96,49
2016,3,독산4동,99,48,96,49
2016,3,독산3동,100,45,96,49
2016,3,독산2동,95,49,96,49
2016,3,독산1동,88,50,96,49
2016,3,가산동,68,44,96,49
2016,3,수궁동,96,50,96,49
2016,3,오류2동,80,49,96,49
2016,3,오류1동,103,52,96,49
2016,3,개봉3동,110,47,96,49
2016,3,개봉2동,100,50,96,49
2016,3,개봉1동,93,50,96,49
2016,3,고척2동,101,49,96,49
2016,3,고척1동,91,50,96,49
2016,3,가리봉동,110,49,96,49
2016,3,구로5동,79,46,96,49
2016,3,구로4동,96,46,96,49
2016,3,구로3동,72,46,96,49
2016,3,구로2동,104,48,96,49
2016,3,구로1동,109,48,96,49
2016,3,신도림동,71,46,96,49
2016,3,방화3동,95,49,96,49
2016,3,방화2동,83,49,96,49
2016,3,방화1동,84,47,96,49
2016,3,공항동,92,46,96,49
2016,3,우장산동,83,45,96,49
2016,3,발산1동,83,48,96,49
2016,3,가양3동,84,49,96,49
2016,3,가양2동,88,46,96,49
2016,3,가양1동,67,49,96,49
2016,3,화곡8동,83,47,96,49
2016,3,화곡6동,79,43,96,49
2016,3,화곡본동,101,48,96,49
2016,3,화곡4동,93,45,96,49
2016,3,화곡3동,84,46,96,49
2016,3,화곡2동,94,44,96,49
2016,3,화곡1동,95,45,96,49
2016,3,등촌3동,75,44,96,49
2016,3,등촌2동,96,45,96,49
2016,3,등촌1동,79,48,96,49
2016,3,염창동,92,49,96,49
2016,3,신정7동,90,46,96,49
2016,3,신정6동,74,45,96,49
2016,3,신정4동,89,44,96,49
2016,3,신정3동,92,48,96,49
2016,3,신정2동,90,46,96,49
2016,3,신정1동,102,48,96,49
2016,3,신월7동,90,45,96,49
2016,3,신월6동,122,55,96,49
2016,3,신월5동,92,48,96,49
2016,3,신월4동,88,48,96,49
2016,3,신월3동,107,45,96,49
2016,3,신월2동,101,48,96,49
2016,3,신월1동,99,45,96,49
2016,3,목5동,86,47,96,49
2016,3,목4동,88,45,96,49
2016,3,목3동,95,48,96,49
2016,3,목2동,93,49,96,49
2016,3,목1동,75,46,96,49
2016,3,상암동,54,41,96,49
2016,3,성산2동,90,52,96,49
2016,3,성산1동,85,45,96,49
2016,3,연남동,61,49,96,49
2016,3,망원2동,87,45,96,49
2016,3,망원1동,87,47,96,49
2016,3,합정동,83,47,96,49
2016,3,서교동,71,45,96,49
2016,3,서강동,73,45,96,49
2016,3,신수동,93,51,96,49
2016,3,염리동,104,53,96,49
2016,3,대흥동,103,51,96,49
2016,3,용강동,90,49,96,49
2016,3,도화동,98,51,96,49
2016,3,공덕동,103,52,96,49
2016,3,아현동,98,49,96,49
2016,3,북가좌2동,97,48,96,49
2016,3,북가좌1동,75,44,96,49
2016,3,남가좌2동,98,50,96,49
2016,3,남가좌1동,126,56,96,49
2016,3,홍은2동,104,51,96,49
2016,3,홍은1동,113,54,96,49
2016,3,홍제2동,108,54,96,49
2016,3,홍제3동,114,58,96,49
2016,3,홍제1동,101,55,96,49
2016,3,연희동,100,53,96,49
2016,3,신촌동,98,48,96,49
2016,3,충현동,108,54,96,49
2016,3,북아현동,122,61,96,49
2016,3,천연동,112,54,96,49
2016,3,진관동,62,45,96,49
2016,3,수색동,139,57,96,49
2016,3,증산동,102,49,96,49
2016,3,신사2동,95,49,96,49
2016,3,신사1동,92,47,96,49
2016,3,역촌동,84,47,96,49
2016,3,응암3동,105,51,96,49
2016,3,응암2동,89,56,96,49
2016,3,응암1동,98,50,96,49
2016,3,대조동,89,49,96,49
2016,3,구산동,89,50,96,49
2016,3,갈현2동,84,47,96,49
2016,3,갈현1동,93,47,96,49
2016,3,불광2동,99,51,96,49
2016,3,불광1동,97,51,96,49
2016,3,녹번동,95,52,96,49
2016,3,상계10동,87,49,96,49
2016,3,상계9동,98,50,96,49
2016,3,상계8동,98,57,96,49
2016,3,상계6.7동,92,45,96,49
2016,3,상계5동,97,46,96,49
2016,3,상계3.4동,106,49,96,49
2016,3,상계2동,80,44,96,49
2016,3,상계1동,80,45,96,49
2016,3,중계2.3동,85,49,96,49
2016,3,중계4동,84,45,96,49
2016,3,중계1동,85,48,96,49
2016,3,중계본동,82,46,96,49
2016,3,하계2동,105,56,96,49
2016,3,하계1동,89,51,96,49
2016,3,공릉2동,85,47,96,49
2016,3,공릉1동,96,49,96,49
2016,3,월계3동,87,47,96,49
2016,3,월계2동,89,51,96,49
2016,3,월계1동,93,51,96,49
2016,3,방학3동,90,53,96,49
2016,3,방학2동,90,46,96,49
2016,3,방학1동,87,44,96,49
2016,3,쌍문4동,88,47,96,49
2016,3,쌍문3동,91,48,96,49
2016,3,쌍문2동,86,47,96,49
2016,3,쌍문1동,90,46,96,49
2016,3,도봉2동,93,47,96,49
2016,3,도봉1동,100,49,96,49
2016,3,창5동,86,45,96,49
2016,3,창4동,98,46,96,49
2016,3,창3동,93,48,96,49
2016,3,창2동,90,49,96,49
2016,3,창1동,89,45,96,49
2016,3,인수동,89,47,96,49
2016,3,우이동,98,48,96,49
